,진료년도,상별구분,시도,시군구,성별,0~19,20~59,60~
443,2018,우울증,경북,포항북구,여,124.0,1580.0,1469.0
444,2018,우울증,경북,문경시,남,12.0,326.0,496.0
445,2018,우울증,경북,문경시,여,16.0,445.0,1119.0
446,2018,우울증,경북,상주시,남,12.0,153.0,174.0
447,2018,우울증,경북,상주시,여,32.0,196.0,254.0
448,2018,우울증,경북,경산시,남,32.0,586.0,451.0
449,2018,우울증,경북,경산시,여,72.0,1050.0,979.0
450,2018,우울증,경남,거창군,남,0.0,152.0,187.0
451,2018,우울증,경남,거창군,여,0.0,269.0,318.0
452,2018,우울증,경남,고성군,남,0.0,10.0,48.0
453,2018,우울증,경남,고성군,여,0.0,44.0,105.0
454,2018,우울증,경남,남해군,남,0.0,0.0,42.0
455,2018,우울증,경남,남해군,여,0.0,15.0,84.0
456,2018,우울증,경남,산청군,남,0.0,0.0,0.0
457,2018,우울증,경남,산청군,여,0.0,0.0,50.0
458,2018,우울증,경남,의령군,남,0.0,0.0,13.0
459,2018,우울증,경남,의령군,여,0.0,12.0,48.0
460,2018,우울증,경남,창녕군,남,10.0,79.0,105.0
461,2018,우울증,경남,창녕군,여,14.0,98.0,203.0
462,2018,우울증,경남,하동군,남,0.0,11.0,87.0
463,2018,우울증,경남,하동군,여,0.0,22.0,161.0
464,2018,우울증,경남,함안군,남,0.0,37.0,67.0
465,2018,우울증,경남,함안군,여,0.0,44.0,129.0
466,2018,우울증,경남,함양군,남,0.0,0.0,58.0
467,2018,우울증,경남,함양군,여,0.0,32.0,129.0
468,2018,우울증,경남,합천군,남,0.0,10.0,55.0
469,2018,우울증,경남,합천군,여,0.0,29.0,99.0
470,2018,우울증,경남,김해시,남,107.0,1354.0,616.0
471,2018,우울증,경남,김해시,여,159.0,1908.0,1186.0
472,2018,우울증,경남,사천시,남,0.0,91.0,119.0
473,2018,우울증,경남,사천시,여,16.0,200.0,294.0
474,2018,우울증,경남,진주시,남,126.0,1265.0,778.0
475,2018,우울증,경남,진주시,여,217.0,2171.0,1876.0
476,2018,우울증,경남,창원마산회원구,남,43.0,584.0,449.0
477,2018,우울증,경남,창원마산회원구,여,69.0,951.0,1218.0
478,2018,우울증,경남,창원마산합포구,남,43.0,646.0,521.0
479,2018,우울증,경남,창원마산합포구,여,67.0,935.0,1048.0
480,2018,우울증,경남,창원진해구,남,11.0,264.0,199.0
481,2018,우울증,경남,창원진해구,여,32.0,421.0,385.0
482,2018,우울증,경남,창원의창구,남,24.0,418.0,166.0
483,2018,우울증,경남,창원의창구,여,45.0,649.0,367.0
484,2018,우울증,경남,창원성산구,남,82.0,848.0,354.0
485,2018,우울증,경남,창원성산구,여,124.0,1454.0,818.0
486,2018,우울증,경남,통영시,남,18.0,285.0,193.0
487,2018,우울증,경남,통영시,여,42.0,518.0,430.0
488,2018,우울증,경남,밀양시,남,0.0,91.0,141.0
489,2018,우울증,경남,밀양시,여,0.0,132.0,272.0
490,2018,우울증,경남,거제시,남,43.0,444.0,178.0
491,2018,우울증,경남,거제시,여,78.0,890.0,502.0
492,2018,우울증,경남,양산시,남,95.0,809.0,462.0
493,2018,우울증,경남,양산시,여,130.0,1490.0,1098.0
494,2018,우울증,제주,서귀포시,남,37.0,372.0,235.0
495,2018,우울증,제주,서귀포시,여,70.0,720.0,553.0
496,2018,우울증,제주,제주시,남,228.0,1862.0,1238.0
497,2018,우울증,제주,제주시,여,375.0,3320.0,2977.0
498,2018,우울증,세종,세종시,남,190.0,1007.0,235.0
499,2018,우울증,세종,세종시,여,279.0,1867.0,484.0
500,2019,우울증,서울,강남구,남,636.0,5812.0,1420.0
501,2019,우울증,서울,강남구,여,854.0,11016.0,3162.0
502,2019,우울증,서울,강동구,남,202.0,2273.0,2653.0
503,2019,우울증,서울,강동구,여,351.0,4194.0,3374.0
504,2019,우울증,서울,강서구,남,183.0,1782.0,529.0
505,2019,우울증,서울,강서구,여,350.0,3574.0,1296.0
506,2019,우울증,서울,관악구,남,169.0,2024.0,728.0
507,2019,우울증,서울,관악구,여,289.0,3818.0,1633.0
508,2019,우울증,서울,구로구,남,222.0,1742.0,865.0
509,2019,우울증,서울,구로구,여,369.0,3817.0,2210.0
510,2019,우울증,서울,도봉구,남,85.0,529.0,356.0
511,2019,우울증,서울,도봉구,여,179.0,1129.0,806.0
512,2019,우울증,서울,동대문구,남,99.0,1643.0,1071.0
513,2019,우울증,서울,동대문구,여,245.0,2589.0,2446.0
514,2019,우울증,서울,동작구,남,189.0,2023.0,985.0
515,2019,우울증,서울,동작구,여,303.0,3638.0,2300.0
516,2019,우울증,서울,마포구,남,222.0,3219.0,579.0
517,2019,우울증,서울,마포구,여,559.0,6969.0,1381.0
518,2019,우울증,서울,서대문구,남,188.0,1583.0,776.0
519,2019,우울증,서울,서대문구,여,328.0,2966.0,2199.0
520,2019,우울증,서울,성동구,남,97.0,946.0,329.0
521,2019,우울증,서울,성동구,여,162.0,1739.0,789.0
522,2019,우울증,서울,성북구,남,261.0,1184.0,581.0
523,2019,우울증,서울,성북구,여,308.0,2228.0,1793.0
524,2019,우울증,서울,영등포구,남,103.0,1592.0,752.0
525,2019,우울증,서울,영등포구,여,161.0,2599.0,1830.0
526,2019,우울증,서울,용산구,남,44.0,585.0,171.0
527,2019,우울증,서울,용산구,여,80.0,1333.0,469.0
528,2019,우울증,서울,은평구,남,146.0,1298.0,734.0
529,2019,우울증,서울,은평구,여,237.0,2702.0,2019.0
530,2019,우울증,서울,종로구,남,263.0,2015.0,1535.0
531,2019,우울증,서울,종로구,여,437.0,4399.0,5246.0
532,2019,우울증,서울,중구,남,55.0,1262.0,457.0
533,2019,우울증,서울,중구,여,120.0,2095.0,1055.0
534,2019,우울증,서울,송파구,남,517.0,2714.0,1220.0
535,2019,우울증,서울,송파구,여,817.0,6186.0,2918.0
536,2019,우울증,서울,중랑구,남,178.0,1400.0,775.0
537,2019,우울증,서울,중랑구,여,250.0,2462.0,1560.0
538,2019,우울증,서울,양천구,남,170.0,969.0,444.0
539,2019,우울증,서울,양천구,여,312.0,2026.0,1178.0
540,2019,우울증,서울,서초구,남,500.0,3709.0,1107.0
541,2019,우울증,서울,서초구,여,765.0,8165.0,3033.0
542,2019,우울증,서울,노원구,남,357.0,1430.0,895.0
543,2019,우울증,서울,노원구,여,429.0,3104.0,2498.0
544,2019,우울증,서울,광진구,남,210.0,1768.0,669.0
545,2019,우울증,서울,광진구,여,368.0,3179.0,1565.0
546,2019,우울증,서울,강북구,남,53.0,559.0,336.0
547,2019,우울증,서울,강북구,여,106.0,1385.0,947.0
548,2019,우울증,서울,금천구,남,55.0,1012.0,395.0
549,2019,우울증,서울,금천구,여,121.0,1934.0,875.0
550,2019,우울증,부산,부산남구,남,64.0,619.0,346.0
551,2019,우울증,부산,부산남구,여,93.0,1180.0,969.0
552,2019,우울증,부산,부산동구,남,50.0,685.0,654.0
553,2019,우울증,부산,부산동구,여,66.0,1457.0,2213.0
554,2019,우울증,부산,부산동래구,남,120.0,924.0,775.0
555,2019,우울증,부산,부산동래구,여,190.0,2013.0,2197.0
556,2019,우울증,부산,부산진구,남,377.0,2026.0,1185.0
557,2019,우울증,부산,부산진구,여,716.0,4336.0,3005.0
558,2019,우울증,부산,부산북구,남,50.0,708.0,522.0
559,2019,우울증,부산,부산북구,여,79.0,1455.0,1158.0
560,2019,우울증,부산,부산서구,남,46.0,338.0,376.0
561,2019,우울증,부산,부산서구,여,103.0,701.0,995.0
562,2019,우울증,부산,부산영도구,남,23.0,431.0,302.0
563,2019,우울증,부산,부산영도구,여,37.0,602.0,725.0
564,2019,우울증,부산,부산중구,남,14.0,306.0,317.0
565,2019,우울증,부산,부산중구,여,25.0,610.0,1009.0
566,2019,우울증,부산,부산해운대구,남,200.0,1347.0,660.0
567,2019,우울증,부산,부산해운대구,여,361.0,2892.0,1662.0
568,2019,우울증,부산,부산사하구,남,87.0,987.0,489.0
569,2019,우울증,부산,부산사하구,여,179.0,1841.0,1067.0
570,2019,우울증,부산,부산금정구,남,50.0,673.0,384.0
571,2019,우울증,부산,부산금정구,여,96.0,1179.0,773.0
572,2019,우울증,부산,부산강서구,남,0.0,166.0,12.0
573,2019,우울증,부산,부산강서구,여,15.0,251.0,16.0
574,2019,우울증,부산,부산연제구,남,205.0,623.0,483.0
575,2019,우울증,부산,부산연제구,여,238.0,1301.0,1272.0
576,2019,우울증,부산,부산수영구,남,111.0,1635.0,1063.0
577,2019,우울증,부산,부산수영구,여,176.0,3261.0,2529.0
578,2019,우울증,부산,부산사상구,남,54.0,652.0,784.0
579,2019,우울증,부산,부산사상구,여,90.0,958.0,774.0
580,2019,우울증,부산,부산기장군,남,30.0,506.0,375.0
581,2019,우울증,부산,부산기장군,여,76.0,923.0,706.0
582,2019,우울증,인천,인천미추홀구,남,103.0,1194.0,656.0
583,2019,우울증,인천,인천미추홀구,여,192.0,2193.0,1587.0
584,2019,우울증,인천,인천동구,남,20.0,140.0,150.0
585,2019,우울증,인천,인천동구,여,47.0,149.0,215.0
586,2019,우울증,인천,인천부평구,남,203.0,2359.0,1344.0
587,2019,우울증,인천,인천부평구,여,339.0,4092.0,3431.0
588,2019,우울증,인천,인천중구,남,121.0,939.0,502.0
589,2019,우울증,인천,인천중구,여,156.0,1420.0,1396.0
590,2019,우울증,인천,인천서구,남,209.0,1875.0,737.0
591,2019,우울증,인천,인천서구,여,419.0,3585.0,1652.0
592,2019,우울증,인천,인천남동구,남,176.0,1805.0,824.0
593,2019,우울증,인천,인천남동구,여,331.0,3491.0,2085.0
594,2019,우울증,인천,인천연수구,남,267.0,976.0,187.0
595,2019,우울증,인천,인천연수구,여,366.0,1907.0,504.0
596,2019,우울증,인천,인천계양구,남,237.0,1049.0,433.0
597,2019,우울증,인천,인천계양구,여,238.0,1826.0,1076.0
598,2019,우울증,인천,인천강화군,남,0.0,15.0,77.0
599,2019,우울증,인천,인천강화군,여,0.0,27.0,166.0
600,2019,우울증,인천,인천옹진군,남,0.0,0.0,0.0
601,2019,우울증,인천,인천옹진군,여,0.0,0.0,0.0
602,2019,우울증,대구,대구남구,남,75.0,551.0,404.0
603,2019,우울증,대구,대구남구,여,163.0,1047.0,1074.0
604,2019,우울증,대구,대구동구,남,87.0,1627.0,716.0
605,2019,우울증,대구,대구동구,여,147.0,1916.0,1804.0
606,2019,우울증,대구,대구북구,남,135.0,1222.0,593.0
607,2019,우울증,대구,대구북구,여,245.0,2258.0,1405.0
608,2019,우울증,대구,대구서구,남,28.0,505.0,402.0
609,2019,우울증,대구,대구서구,여,52.0,959.0,884.0
610,2019,우울증,대구,대구수성구,남,362.0,2039.0,885.0
611,2019,우울증,대구,대구수성구,여,606.0,4338.0,2350.0
612,2019,우울증,대구,대구중구,남,192.0,749.0,476.0
613,2019,우울증,대구,대구중구,여,217.0,1699.0,1221.0
614,2019,우울증,대구,대구달서구,남,301.0,2606.0,1540.0
615,2019,우울증,대구,대구달서구,여,510.0,4531.0,3063.0
616,2019,우울증,대구,대구달성군,남,31.0,349.0,145.0
617,2019,우울증,대구,대구달성군,여,45.0,690.0,296.0
618,2019,우울증,광주,광주동구,남,125.0,712.0,485.0
619,2019,우울증,광주,광주동구,여,199.0,1089.0,1097.0
620,2019,우울증,광주,광주북구,남,140.0,1412.0,916.0
621,2019,우울증,광주,광주북구,여,329.0,2278.0,1998.0
622,2019,우울증,광주,광주서구,남,66.0,908.0,471.0
623,2019,우울증,광주,광주서구,여,151.0,1794.0,1033.0
624,2019,우울증,광주,광주광산구,남,104.0,1198.0,1032.0
625,2019,우울증,광주,광주광산구,여,161.0,1774.0,1865.0
626,2019,우울증,광주,광주남구,남,63.0,617.0,428.0
627,2019,우울증,광주,광주남구,여,84.0,1098.0,921.0
628,2019,우울증,대전,대전유성구,남,94.0,1009.0,250.0
629,2019,우울증,대전,대전유성구,여,159.0,1766.0,648.0
630,2019,우울증,대전,대전대덕구,남,29.0,503.0,608.0
631,2019,우울증,대전,대전대덕구,여,84.0,828.0,864.0
632,2019,우울증,대전,대전서구,남,369.0,2584.0,847.0
633,2019,우울증,대전,대전서구,여,760.0,4925.0,2205.0
634,2019,우울증,대전,대전동구,남,40.0,612.0,398.0
635,2019,우울증,대전,대전동구,여,57.0,1192.0,952.0
636,2019,우울증,대전,대전중구,남,117.0,1327.0,1110.0
637,2019,우울증,대전,대전중구,여,212.0,2447.0,2770.0
638,2019,우울증,울산,울산남구,남,198.0,1895.0,936.0
639,2019,우울증,울산,울산남구,여,385.0,3580.0,2049.0
640,2019,우울증,울산,울산동구,남,11.0,140.0,93.0
641,2019,우울증,울산,울산동구,여,32.0,252.0,164.0
642,2019,우울증,울산,울산중구,남,48.0,566.0,360.0
643,2019,우울증,울산,울산중구,여,113.0,1131.0,843.0
644,2019,우울증,울산,울산북구,남,0.0,81.0,23.0
645,2019,우울증,울산,울산북구,여,16.0,225.0,120.0
646,2019,우울증,울산,울산울주군,남,0.0,199.0,166.0
647,2019,우울증,울산,울산울주군,여,0.0,299.0,335.0
648,2019,우울증,경기,가평군,남,0.0,86.0,101.0
649,2019,우울증,경기,가평군,여,10.0,135.0,176.0
650,2019,우울증,경기,양평군,남,11.0,130.0,158.0
651,2019,우울증,경기,양평군,여,0.0,201.0,295.0
652,2019,우울증,경기,연천군,남,0.0,51.0,78.0
653,2019,우울증,경기,연천군,여,0.0,79.0,197.0
654,2019,우울증,경기,광명시,남,110.0,869.0,383.0
655,2019,우울증,경기,광명시,여,176.0,1672.0,948.0
656,2019,우울증,경기,동두천시,남,65.0,394.0,203.0
657,2019,우울증,경기,동두천시,여,103.0,734.0,526.0
658,2019,우울증,경기,부천시,남,359.0,3021.0,1276.0
659,2019,우울증,경기,부천시,여,681.0,6017.0,3175.0
660,2019,우울증,경기,성남수정구,남,88.0,777.0,394.0
661,2019,우울증,경기,성남수정구,여,111.0,1638.0,956.0
662,2019,우울증,경기,성남중원구,남,42.0,520.0,335.0
663,2019,우울증,경기,성남중원구,여,83.0,1134.0,772.0
664,2019,우울증,경기,성남분당구,남,617.0,4141.0,1693.0
665,2019,우울증,경기,성남분당구,여,907.0,8103.0,4458.0
666,2019,우울증,경기,수원권선구,남,45.0,568.0,190.0
667,2019,우울증,경기,수원권선구,여,121.0,1142.0,412.0
668,2019,우울증,경기,수원장안구,남,151.0,785.0,356.0
669,2019,우울증,경기,수원장안구,여,240.0,1539.0,825.0
670,2019,우울증,경기,수원팔달구,남,211.0,1989.0,785.0
671,2019,우울증,경기,수원팔달구,여,315.0,3889.0,2140.0
672,2019,우울증,경기,수원영통구,남,163.0,1108.0,292.0
673,2019,우울증,경기,수원영통구,여,277.0,2202.0,868.0
674,2019,우울증,경기,안양만안구,남,39.0,611.0,501.0
675,2019,우울증,경기,안양만안구,여,64.0,1265.0,1315.0
676,2019,우울증,경기,안양동안구,남,344.0,1828.0,620.0
677,2019,우울증,경기,안양동안구,여,618.0,3507.0,1712.0
678,2019,우울증,경기,의정부시,남,286.0,2051.0,1116.0
679,2019,우울증,경기,의정부시,여,445.0,3680.0,2667.0
680,2019,우울증,경기,과천시,남,0.0,0.0,11.0
681,2019,우울증,경기,과천시,여,0.0,10.0,56.0
682,2019,우울증,경기,구리시,남,59.0,641.0,438.0
683,2019,우울증,경기,구리시,여,222.0,1388.0,1122.0
684,2019,우울증,경기,안산단원구,남,281.0,1775.0,584.0
685,2019,우울증,경기,안산단원구,여,452.0,3343.0,1648.0
686,2019,우울증,경기,안산상록구,남,46.0,712.0,324.0
687,2019,우울증,경기,안산상록구,여,65.0,1204.0,599.0
688,2019,우울증,경기,평택시,남,136.0,1456.0,545.0
689,2019,우울증,경기,평택시,여,253.0,2490.0,1351.0
690,2019,우울증,경기,하남시,남,54.0,510.0,224.0
691,2019,우울증,경기,하남시,여,110.0,1119.0,515.0
692,2019,우울증,경기,군포시,남,123.0,1033.0,438.0
693,2019,우울증,경기,군포시,여,200.0,1791.0,989.0
694,2019,우울증,경기,남양주시,남,115.0,1268.0,617.0
695,2019,우울증,경기,남양주시,여,249.0,2782.0,1492.0
696,2019,우울증,경기,의왕시,남,12.0,145.0,121.0
697,2019,우울증,경기,의왕시,여,0.0,210.0,338.0
698,2019,우울증,경기,시흥시,남,83.0,978.0,446.0
699,2019,우울증,경기,시흥시,여,169.0,1947.0,1051.0
700,2019,우울증,경기,오산시,남,81.0,722.0,209.0
701,2019,우울증,경기,오산시,여,155.0,1475.0,508.0
702,2019,우울증,경기,고양덕양구,남,87.0,826.0,376.0
703,2019,우울증,경기,고양덕양구,여,150.0,1483.0,728.0
704,2019,우울증,경기,고양일산서구,남,257.0,1361.0,732.0
705,2019,우울증,경기,고양일산서구,여,398.0,2701.0,1593.0
706,2019,우울증,경기,고양일산동구,남,244.0,1740.0,657.0
707,2019,우울증,경기,고양일산동구,여,471.0,3652.0,1849.0
708,2019,우울증,경기,용인기흥구,남,164.0,1108.0,486.0
709,2019,우울증,경기,용인기흥구,여,238.0,2159.0,1076.0
710,2019,우울증,경기,용인수지구,남,97.0,787.0,310.0
711,2019,우울증,경기,용인수지구,여,194.0,1751.0,722.0
712,2019,우울증,경기,용인처인구,남,25.0,529.0,250.0
713,2019,우울증,경기,용인처인구,여,45.0,880.0,584.0
714,2019,우울증,경기,이천시,남,87.0,905.0,448.0
715,2019,우울증,경기,이천시,여,147.0,1452.0,1179.0
716,2019,우울증,경기,파주시,남,96.0,748.0,344.0
717,2019,우울증,경기,파주시,여,199.0,1476.0,936.0
718,2019,우울증,경기,김포시,남,34.0,514.0,306.0
719,2019,우울증,경기,김포시,여,70.0,950.0,712.0
720,2019,우울증,경기,안성시,남,20.0,182.0,127.0
721,2019,우울증,경기,안성시,여,62.0,331.0,357.0
722,2019,우울증,경기,화성시,남,205.0,1463.0,331.0
723,2019,우울증,경기,화성시,여,352.0,2812.0,864.0
724,2019,우울증,경기,광주시,남,70.0,644.0,443.0
725,2019,우울증,경기,광주시,여,113.0,1312.0,943.0
726,2019,우울증,경기,양주시,남,25.0,259.0,118.0
727,2019,우울증,경기,양주시,여,54.0,479.0,332.0
728,2019,우울증,경기,포천시,남,14.0,156.0,95.0
729,2019,우울증,경기,포천시,여,25.0,274.0,233.0
730,2019,우울증,경기,여주시,남,33.0,341.0,259.0
731,2019,우울증,경기,여주시,여,74.0,700.0,553.0
732,2019,우울증,강원,고성군,남,0.0,0.0,0.0
733,2019,우울증,강원,고성군,여,0.0,0.0,0.0
734,2019,우울증,강원,양구군,남,0.0,0.0,0.0
735,2019,우울증,강원,양구군,여,0.0,0.0,10.0
736,2019,우울증,강원,양양군,남,0.0,0.0,25.0
737,2019,우울증,강원,양양군,여,0.0,0.0,52.0
738,2019,우울증,강원,영월군,남,0.0,0.0,47.0
739,2019,우울증,강원,영월군,여,0.0,16.0,153.0
740,2019,우울증,강원,인제군,남,0.0,0.0,10.0
741,2019,우울증,강원,인제군,여,0.0,0.0,36.0
742,2019,우울증,강원,정선군,남,0.0,0.0,0.0
743,2019,우울증,강원,정선군,여,0.0,0.0,10.0
744,2019,우울증,강원,철원군,남,0.0,0.0,0.0
745,2019,우울증,강원,철원군,여,0.0,0.0,26.0
746,2019,우울증,강원,평창군,남,0.0,0.0,42.0
747,2019,우울증,강원,평창군,여,0.0,22.0,85.0
748,2019,우울증,강원,홍천군,남,12.0,232.0,216.0
749,2019,우울증,강원,홍천군,여,13.0,352.0,584.0
750,2019,우울증,강원,화천군,남,0.0,0.0,0.0
751,2019,우울증,강원,화천군,여,0.0,0.0,0.0
752,2019,우울증,강원,횡성군,남,0.0,0.0,40.0
753,2019,우울증,강원,횡성군,여,0.0,20.0,76.0
754,2019,우울증,강원,강릉시,남,71.0,839.0,698.0
755,2019,우울증,강원,강릉시,여,136.0,1444.0,1665.0
756,2019,우울증,강원,동해시,남,0.0,201.0,229.0
757,2019,우울증,강원,동해시,여,20.0,336.0,477.0
758,2019,우울증,강원,속초시,남,13.0,316.0,221.0
759,2019,우울증,강원,속초시,여,16.0,422.0,519.0
760,2019,우울증,강원,원주시,남,245.0,1775.0,1094.0
761,2019,우울증,강원,원주시,여,406.0,3290.0,2189.0
762,2019,우울증,강원,춘천시,남,149.0,1188.0,638.0
763,2019,우울증,강원,춘천시,여,230.0,1780.0,1404.0
764,2019,우울증,강원,태백시,남,0.0,28.0,48.0
765,2019,우울증,강원,태백시,여,0.0,64.0,115.0
766,2019,우울증,강원,삼척시,남,12.0,225.0,155.0
767,2019,우울증,강원,삼척시,여,22.0,385.0,426.0
768,2019,우울증,충북,괴산군,남,0.0,28.0,123.0
769,2019,우울증,충북,괴산군,여,0.0,55.0,234.0
770,2019,우울증,충북,단양군,남,0.0,0.0,0.0
771,2019,우울증,충북,단양군,여,0.0,0.0,38.0
772,2019,우울증,충북,보은군,남,0.0,15.0,84.0
773,2019,우울증,충북,보은군,여,0.0,71.0,192.0
774,2019,우울증,충북,영동군,남,0.0,101.0,161.0
775,2019,우울증,충북,영동군,여,0.0,163.0,403.0
776,2019,우울증,충북,옥천군,남,0.0,52.0,115.0
777,2019,우울증,충북,옥천군,여,0.0,116.0,178.0
778,2019,우울증,충북,음성군,남,0.0,199.0,162.0
779,2019,우울증,충북,음성군,여,0.0,164.0,288.0
780,2019,우울증,충북,진천군,남,15.0,202.0,155.0
781,2019,우울증,충북,진천군,여,26.0,339.0,330.0
782,2019,우울증,충북,증평군,남,0.0,33.0,63.0
783,2019,우울증,충북,증평군,여,0.0,85.0,148.0
784,2019,우울증,충북,청주상당구,남,119.0,1123.0,903.0
785,2019,우울증,충북,청주상당구,여,154.0,2038.0,2310.0
786,2019,우울증,충북,청주흥덕구,남,115.0,984.0,400.0
787,2019,우울증,충북,청주흥덕구,여,158.0,1605.0,955.0
788,2019,우울증,충북,청주청원구,남,76.0,655.0,275.0
789,2019,우울증,충북,청주청원구,여,155.0,1159.0,707.0
790,2019,우울증,충북,청주서원구,남,79.0,1110.0,378.0
791,2019,우울증,충북,청주서원구,여,123.0,1524.0,889.0
792,2019,우울증,충북,충주시,남,67.0,767.0,413.0
793,2019,우울증,충북,충주시,여,158.0,1262.0,906.0
794,2019,우울증,충북,제천시,남,47.0,671.0,623.0
795,2019,우울증,충북,제천시,여,69.0,1000.0,1210.0
796,2019,우울증,충남,금산군,남,12.0,100.0,253.0
797,2019,우울증,충남,금산군,여,22.0,215.0,511.0
798,2019,우울증,충남,부여군,남,0.0,114.0,304.0
799,2019,우울증,충남,부여군,여,0.0,179.0,612.0
800,2019,우울증,충남,서천군,남,0.0,57.0,254.0
801,2019,우울증,충남,서천군,여,0.0,162.0,707.0
802,2019,우울증,충남,예산군,남,0.0,83.0,113.0
803,2019,우울증,충남,예산군,여,10.0,125.0,176.0
804,2019,우울증,충남,청양군,남,0.0,11.0,78.0
805,2019,우울증,충남,청양군,여,0.0,21.0,153.0
806,2019,우울증,충남,홍성군,남,19.0,266.0,562.0
807,2019,우울증,충남,홍성군,여,39.0,500.0,1090.0
808,2019,우울증,충남,태안군,남,0.0,16.0,144.0
809,2019,우울증,충남,태안군,여,0.0,101.0,260.0
810,2019,우울증,충남,천안서북구,남,128.0,1547.0,516.0
811,2019,우울증,충남,천안서북구,여,233.0,3011.0,1139.0
812,2019,우울증,충남,천안동남구,남,95.0,1092.0,522.0
813,2019,우울증,충남,천안동남구,여,147.0,2079.0,1195.0
814,2019,우울증,충남,공주시,남,56.0,537.0,507.0
815,2019,우울증,충남,공주시,여,60.0,692.0,1126.0
816,2019,우울증,충남,보령시,남,0.0,158.0,241.0
817,2019,우울증,충남,보령시,여,20.0,282.0,532.0
818,2019,우울증,충남,아산시,남,126.0,759.0,583.0
819,2019,우울증,충남,아산시,여,183.0,1437.0,1273.0
820,2019,우울증,충남,서산시,남,0.0,225.0,217.0
821,2019,우울증,충남,서산시,여,24.0,380.0,417.0
822,2019,우울증,충남,논산시,남,20.0,467.0,668.0
823,2019,우울증,충남,논산시,여,26.0,841.0,1734.0
824,2019,우울증,충남,계룡시,남,0.0,0.0,0.0
825,2019,우울증,충남,계룡시,여,0.0,0.0,0.0
826,2019,우울증,충남,당진시,남,56.0,665.0,404.0
827,2019,우울증,충남,당진시,여,72.0,1067.0,824.0
828,2019,우울증,전북,고창군,남,0.0,46.0,188.0
829,2019,우울증,전북,고창군,여,0.0,100.0,391.0
830,2019,우울증,전북,무주군,남,0.0,0.0,0.0
831,2019,우울증,전북,무주군,여,0.0,0.0,12.0
832,2019,우울증,전북,부안군,남,0.0,116.0,148.0
833,2019,우울증,전북,부안군,여,0.0,196.0,392.0
834,2019,우울증,전북,순창군,남,0.0,10.0,75.0
835,2019,우울증,전북,순창군,여,0.0,44.0,154.0
836,2019,우울증,전북,완주군,남,0.0,128.0,109.0
837,2019,우울증,전북,완주군,여,16.0,163.0,196.0
838,2019,우울증,전북,임실군,남,0.0,0.0,0.0
839,2019,우울증,전북,임실군,여,0.0,0.0,11.0
840,2019,우울증,전북,장수군,남,0.0,0.0,0.0
841,2019,우울증,전북,장수군,여,0.0,0.0,39.0
842,2019,우울증,전북,진안군,남,0.0,0.0,45.0
843,2019,우울증,전북,진안군,여,0.0,0.0,104.0
844,2019,우울증,전북,군산시,남,25.0,543.0,476.0
845,2019,우울증,전북,군산시,여,33.0,778.0,991.0
846,2019,우울증,전북,남원시,남,11.0,274.0,373.0
847,2019,우울증,전북,남원시,여,18.0,431.0,995.0
848,2019,우울증,전북,익산시,남,65.0,706.0,518.0
849,2019,우울증,전북,익산시,여,120.0,1270.0,1217.0
850,2019,우울증,전북,전주완산구,남,141.0,1423.0,1118.0
851,2019,우울증,전북,전주완산구,여,259.0,2599.0,2397.0
852,2019,우울증,전북,전주덕진구,남,84.0,978.0,931.0
853,2019,우울증,전북,전주덕진구,여,146.0,1766.0,2414.0
854,2019,우울증,전북,정읍시,남,16.0,144.0,217.0
855,2019,우울증,전북,정읍시,여,22.0,277.0,439.0
856,2019,우울증,전북,김제시,남,0.0,173.0,281.0
857,2019,우울증,전북,김제시,여,0.0,267.0,628.0
858,2019,우울증,전남,강진군,남,0.0,0.0,70.0
859,2019,우울증,전남,강진군,여,0.0,23.0,109.0
860,2019,우울증,전남,고흥군,남,0.0,144.0,443.0
861,2019,우울증,전남,고흥군,여,13.0,224.0,984.0
862,2019,우울증,전남,곡성군,남,0.0,0.0,25.0
863,2019,우울증,전남,곡성군,여,0.0,0.0,63.0
864,2019,우울증,전남,구례군,남,0.0,0.0,10.0
865,2019,우울증,전남,구례군,여,0.0,0.0,40.0
866,2019,우울증,전남,담양군,남,0.0,30.0,72.0
867,2019,우울증,전남,담양군,여,0.0,59.0,162.0
868,2019,우울증,전남,무안군,남,0.0,125.0,107.0
869,2019,우울증,전남,무안군,여,14.0,200.0,190.0
870,2019,우울증,전남,보성군,남,0.0,28.0,73.0
871,2019,우울증,전남,보성군,여,0.0,36.0,156.0
872,2019,우울증,전남,신안군,남,0.0,0.0,0.0
873,2019,우울증,전남,신안군,여,0.0,0.0,28.0
874,2019,우울증,전남,영광군,남,0.0,73.0,166.0
875,2019,우울증,전남,영광군,여,24.0,131.0,298.0
876,2019,우울증,전남,영암군,남,0.0,0.0,39.0
877,2019,우울증,전남,영암군,여,0.0,12.0,95.0
878,2019,우울증,전남,완도군,남,0.0,0.0,24.0
879,2019,우울증,전남,완도군,여,0.0,0.0,17.0
880,2019,우울증,전남,장성군,남,0.0,11.0,76.0
881,2019,우울증,전남,장성군,여,0.0,40.0,120.0
882,2019,우울증,전남,장흥군,남,0.0,0.0,65.0
883,2019,우울증,전남,장흥군,여,0.0,22.0,105.0
884,2019,우울증,전남,진도군,남,0.0,0.0,11.0
885,2019,우울증,전남,진도군,여,0.0,0.0,38.0
886,2019,우울증,전남,함평군,남,0.0,0.0,11.0
