행정구역,총인구수,연령구간인구수,0~9세,10~19세,20~29세,30~39세,40~49세,50~59세,60~69세,70~79세,80~89세,90~99세,100세 이상,oldAgePercent,childAgePercent,adultAgePercent
전라남도  ,1804217.0,1804217.0,107726.0,158933.0,178152.0,169502.0,240813.0,310282.0,305457.0,189922.0,123690.0,19148.0,592.0,35.40643946930996,14.779763188130918,49.81379734255913
목포시 ,214156.0,214156.0,13517.0,23295.0,24374.0,21564.0,34520.0,36966.0,31554.0,18536.0,8672.0,1121.0,37.0,27.979603653411534,17.18933861297372,54.83105773361475
여수시 ,271696.0,271696.0,17081.0,24643.0,29965.0,28128.0,38658.0,47483.0,44924.0,26101.0,12770.0,1881.0,62.0,31.556592662387374,15.356869442317883,53.08653789529474
순천시 ,278137.0,278137.0,20198.0,28668.0,33557.0,32076.0,40476.0,49124.0,40507.0,19932.0,11671.0,1879.0,49.0,26.619255978169036,17.569039717836894,55.81170430399407
나주시 ,117377.0,117377.0,8994.0,10111.0,11390.0,14165.0,17039.0,17538.0,18239.0,11190.0,7475.0,1198.0,38.0,32.49358903362669,16.2766129650613,51.22979800131201
광양시 ,152666.0,152666.0,11427.0,15663.0,17976.0,18305.0,22862.0,30143.0,21190.0,9025.0,5146.0,898.0,31.0,23.770846160900263,17.74461897213525,58.48453486696449
담양군 ,45373.0,45373.0,1973.0,2912.0,3831.0,3355.0,4763.0,7977.0,9429.0,6032.0,4403.0,664.0,34.0,45.31769995371697,10.766314768695038,43.91598527758799
곡성군 ,26905.0,26905.0,786.0,1644.0,2029.0,1539.0,2588.0,4630.0,5709.0,3942.0,3399.0,624.0,15.0,50.8790187697454,9.031778479836465,40.08920275041814
구례군 ,24314.0,24314.0,832.0,1608.0,1600.0,1339.0,2388.0,4411.0,5214.0,3592.0,2875.0,447.0,8.0,49.91363000740314,10.035370568396807,40.05099942420005
고흥군 ,61113.0,61113.0,2052.0,3391.0,3491.0,3162.0,5444.0,9517.0,13458.0,10909.0,8123.0,1513.0,53.0,55.726277551421134,8.906451982393271,35.36727046618559
보성군 ,37686.0,37686.0,1253.0,2289.0,2356.0,2051.0,3436.0,6118.0,8068.0,6116.0,5073.0,896.0,30.0,53.55569707583718,9.39871570344425,37.045587220718566
화순군 ,61254.0,61254.0,2728.0,5099.0,6180.0,4530.0,7074.0,11231.0,11136.0,7073.0,5404.0,781.0,18.0,39.85372383844321,12.77794103242237,47.36833512913442
장흥군 ,35046.0,35046.0,1481.0,2439.0,2492.0,2270.0,3535.0,5881.0,7044.0,5065.0,4102.0,719.0,18.0,48.35929920675683,11.185299320892542,40.45540147235063
강진군 ,32722.0,32722.0,1380.0,2256.0,2360.0,2133.0,3236.0,5265.0,6750.0,4907.0,3771.0,652.0,12.0,49.17792310983436,11.11179023287085,39.71028665729479
해남군 ,64575.0,64575.0,2940.0,4712.0,4767.0,4088.0,6934.0,10909.0,13133.0,9431.0,6663.0,970.0,28.0,46.80603948896632,11.849787069299264,41.34417344173442
영암군 ,52350.0,52350.0,2597.0,4090.0,4726.0,3976.0,6978.0,9506.0,9425.0,6029.0,4323.0,680.0,20.0,39.115568290353394,12.773638968481375,48.110792741165234
무안군 ,90296.0,90296.0,7105.0,10066.0,9201.0,10118.0,14446.0,13625.0,12362.0,7893.0,4769.0,690.0,21.0,28.500708780012403,19.016346239036057,52.48294498095154
함평군 ,30601.0,30601.0,984.0,1853.0,2096.0,1786.0,2954.0,5229.0,6532.0,4703.0,3835.0,610.0,19.0,51.3022450246724,9.270938858207249,39.42681611712035
영광군 ,51750.0,51750.0,3402.0,3912.0,4452.0,4505.0,6064.0,8338.0,9147.0,6692.0,4636.0,574.0,28.0,40.72850241545894,14.133333333333336,45.138164251207726
장성군 ,42543.0,42543.0,1980.0,3002.0,3611.0,3145.0,4808.0,7387.0,8222.0,5622.0,4171.0,574.0,21.0,43.74397668241544,11.710504665867475,44.54551865171709
완도군 ,46641.0,46641.0,2417.0,3352.0,3128.0,3087.0,5542.0,7460.0,9181.0,6870.0,4868.0,718.0,18.0,46.42910743766214,12.368945777320384,41.20194678501748
진도군 ,28979.0,28979.0,1295.0,1993.0,2184.0,1893.0,3127.0,4799.0,5716.0,4272.0,3229.0,457.0,14.0,47.234204078815694,11.346147210048656,41.41964871113565
신안군 ,38037.0,38037.0,1304.0,1935.0,2386.0,2287.0,3941.0,6745.0,8517.0,5990.0,4312.0,602.0,18.0,51.105502537003446,8.515392906906433,40.37910455609012
전라북도  ,1754757.0,1754757.0,102482.0,164304.0,190813.0,172999.0,245114.0,300818.0,284897.0,171805.0,104131.0,16920.0,474.0,32.951969987867265,15.203586593471346,51.84444341866139
전주시 ,642727.0,642727.0,43992.0,67931.0,85269.0,76788.0,99645.0,108843.0,86065.0,46991.0,23617.0,3502.0,84.0,24.934225573221603,17.41376976539028,57.65200466138811
전주시 완산구 ,327178.0,327178.0,19679.0,32693.0,44382.0,37398.0,47979.0,57655.0,47086.0,25646.0,12648.0,1962.0,50.0,26.71084241605487,16.007188747409668,57.28196883653547
전주시 덕진구 ,315549.0,315549.0,24313.0,35238.0,40887.0,39390.0,51666.0,51188.0,38979.0,21345.0,10969.0,1540.0,34.0,23.09213466,18.87218783770508,58.03567750175092
군산시 ,259980.0,259980.0,16455.0,25605.0,26581.0,26275.0,40779.0,45066.0,41269.0,24089.0,11854.0,1956.0,51.0,30.471190091545505,16.178167551350104,53.35064235710439
익산시 ,270036.0,270036.0,14667.0,25586.0,31983.0,25909.0,37184.0,48019.0,44935.0,25289.0,14065.0,2350.0,49.0,32.10238634848687,14.906530981054376,52.99108267045875
정읍시 ,103620.0,103620.0,4975.0,8616.0,9275.0,7822.0,12900.0,18132.0,18761.0,12570.0,8965.0,1557.0,47.0,40.43620922601814,13.116193784983594,46.44759698899826
남원시 ,76781.0,76781.0,3837.0,6591.0,6347.0,5597.0,9090.0,13565.0,14160.0,9580.0,6869.0,1106.0,39.0,41.35658561362837,13.581485002800171,45.06192938357146
김제시 ,81430.0,81430.0,3610.0,5810.0,6941.0,6276.0,9157.0,13334.0,16006.0,10906.0,7832.0,1512.0,46.0,44.58062139260714,11.568218101436816,43.85116050595604
완주군 ,97827.0,97827.0,6197.0,8651.0,9158.0,10461.0,13648.0,16470.0,16739.0,9519.0,5962.0,994.0,28.0,33.98039396076748,15.177813895959194,50.84179214327334
진안군 ,24465.0,24465.0,926.0,1559.0,1622.0,1396.0,2223.0,4269.0,5588.0,3711.0,2701.0,455.0,15.0,50.97077457592479,10.15736766809728,38.87185775597793
무주군 ,23251.0,23251.0,852.0,1708.0,1528.0,1454.0,2485.0,4024.0,5030.0,3172.0,2581.0,400.0,17.0,48.16997118403509,11.01027912777945,40.81974968818545
장수군 ,20983.0,20983.0,818.0,1554.0,1362.0,1203.0,2148.0,3573.0,4456.0,3144.0,2355.0,359.0,11.0,49.20650050040509,11.304389267502264,39.48911023209264
임실군 ,25956.0,25956.0,1100.0,1453.0,1712.0,1667.0,2317.0,4296.0,5603.0,4007.0,3248.0,538.0,15.0,51.66820774,9.83587609801202,38.49591616581908
순창군 ,26764.0,26764.0,1094.0,2076.0,1998.0,1611.0,2911.0,4427.0,5359.0,3746.0,3086.0,438.0,18.0,47.25377372590046,11.844268420266028,40.90195785383351
고창군 ,51750.0,51750.0,2047.0,3841.0,3493.0,3295.0,5264.0,8566.0,10587.0,7726.0,5926.0,965.0,40.0,48.780676328502416,11.377777777777778,39.84154589371981
부안군 ,49187.0,49187.0,1912.0,3323.0,3544.0,3245.0,5363.0,8234.0,10339.0,7355.0,5070.0,788.0,14.0,47.91103340313497,10.643056092056844,41.44591050480818
제주특별자치도  ,675252.0,675252.0,51403.0,70469.0,74037.0,78167.0,108720.0,118487.0,93983.0,47881.0,26824.0,4986.0,295.0,25.76356678691807,18.048373051838425,56.18806016124351
제주특별자치도 제주특별자치도 제주시 ,491654.0,491654.0,38632.0,52734.0,57044.0,59940.0,79832.0,85664.0,64901.0,31930.0,17436.0,3334.0,207.0,23.96156646747509,18.583394012862705,57.4550395196622
제주특별자치도 제주특별자치도 서귀포시 ,183598.0,183598.0,12771.0,17735.0,16993.0,18227.0,28888.0,32823.0,29082.0,15951.0,9388.0,1652.0,88.0,30.589113171167444,16.61564940794562,52.79523742088694
충청남도  ,2130119.0,2130119.0,143771.0,202057.0,225658.0,251099.0,323996.0,350093.0,325082.0,178624.0,110575.0,18670.0,494.0,29.73754048482737,16.23514930386518,54.02731021130744
천안시 ,655959.0,655959.0,49866.0,67542.0,89668.0,96930.0,111427.0,108174.0,78573.0,33572.0,17435.0,2692.0,80.0,20.17687081052322,17.898679643087448,61.92444954638934
천안시 동남구 ,256691.0,256691.0,16198.0,25365.0,33420.0,30916.0,40809.0,44828.0,37385.0,17221.0,9067.0,1438.0,44.0,25.38265852717859,16.191841552683968,58.42549992013745
천안시 서북구 ,399268.0,399268.0,33668.0,42177.0,56248.0,66014.0,70618.0,63346.0,41188.0,16351.0,8368.0,1254.0,36.0,16.83004898965106,18.996012703246944,64.17393830710199
공주시 ,102104.0,102104.0,4444.0,7880.0,10921.0,8314.0,11937.0,17149.0,20650.0,11779.0,7605.0,1386.0,39.0,40.60467758364021,12.07004622737601,47.325276188983786
보령시 ,95772.0,95772.0,4822.0,7615.0,7974.0,8068.0,12455.0,16428.0,18746.0,11551.0,6948.0,1135.0,30.0,40.10566762728146,12.986050202564424,46.90828217015412
아산시 ,345796.0,345796.0,30810.0,38366.0,38027.0,50783.0,62699.0,53020.0,39436.0,19766.0,11101.0,1743.0,45.0,20.84784092,20.00485835579359,59.147300720656105
서산시 ,176011.0,176011.0,12756.0,17021.0,17500.0,20495.0,26985.0,29821.0,26085.0,14523.0,9119.0,1663.0,43.0,29.221469112725917,16.917692644209737,53.86083824306436
논산시 ,110423.0,110423.0,5609.0,8866.0,9673.0,9286.0,13454.0,18684.0,21728.0,12981.0,8602.0,1505.0,35.0,40.61744382963694,13.108682068047417,46.273874102315645
계룡시 ,46667.0,46667.0,3768.0,6278.0,4907.0,5418.0,8493.0,8055.0,5737.0,2535.0,1253.0,215.0,8.0,20.88842222555553,21.52698909293505,57.584588681509416
당진시 ,170302.0,170302.0,12987.0,16497.0,14828.0,20560.0,28001.0,28202.0,25079.0,13800.0,8903.0,1404.0,41.0,28.905708682223345,17.312773778346703,53.78151753942996
금산군 ,50093.0,50093.0,1900.0,4043.0,3392.0,3136.0,5480.0,8817.0,11076.0,6863.0,4657.0,707.0,22.0,46.56339209071128,11.86393308,41.57267482482583
부여군 ,61046.0,61046.0,2155.0,4072.0,4313.0,3648.0,6110.0,9763.0,13854.0,9238.0,6625.0,1238.0,30.0,50.75680634275792,10.20050453756184,39.04268911968024
서천군 ,49116.0,49116.0,1784.0,3085.0,3148.0,2953.0,4909.0,7830.0,10889.0,7856.0,5563.0,1077.0,22.0,51.72856095773272,9.913266552650867,38.358172489616415
청양군 ,30168.0,30168.0,970.0,1924.0,2471.0,1841.0,2720.0,4905.0,6865.0,4419.0,3416.0,629.0,8.0,50.83863696632193,9.592946168125168,39.568416865552905
홍성군 ,97524.0,97524.0,6268.0,9320.0,8620.0,9340.0,13492.0,15642.0,16547.0,10168.0,6935.0,1154.0,38.0,35.72659037775317,15.98375784422296,48.289651778023874
예산군 ,78354.0,78354.0,3307.0,5510.0,5961.0,6233.0,8879.0,13156.0,16389.0,10509.0,7199.0,1178.0,33.0,45.06215381473824,11.252775863389234,43.68507032187253
태안군 ,60784.0,60784.0,2325.0,4038.0,4255.0,4094.0,6955.0,10447.0,13428.0,9064.0,5214.0,944.0,20.0,47.16701763622006,10.468215319821006,42.364767043958935
충청북도  ,1593469.0,1593469.0,103333.0,144446.0,181676.0,187761.0,230702.0,272450.0,257982.0,128433.0,75249.0,11181.0,256.0,29.690003382557173,15.549659265414013,54.76033735202881
청주시 ,852189.0,852189.0,63606.0,84520.0,111820.0,118033.0,134187.0,141304.0,114522.0,52168.0,27833.0,4109.0,87.0,23.31865349118564,17.38182492381385,59.29952158500051
청주시 상당구 ,200575.0,200575.0,15165.0,20108.0,23247.0,24945.0,30811.0,34747.0,29014.0,13775.0,7658.0,1081.0,24.0,25.702106443973577,17.585940421288797,56.71195313473763
청주시 서원구 ,186302.0,186302.0,10576.0,17937.0,26197.0,21189.0,26928.0,33560.0,28435.0,13459.0,6975.0,1027.0,19.0,26.792519672359933,15.304720292857832,57.90276003478223
청주시 흥덕구 ,274594.0,274594.0,22190.0,26684.0,38259.0,43860.0,44109.0,44389.0,33390.0,13791.0,6827.0,1071.0,24.0,20.067080853915236,17.79864090256888,62.13427824351589
청주시 청원구 ,190718.0,190718.0,15675.0,19791.0,24117.0,28039.0,32339.0,28608.0,23683.0,11143.0,6373.0,930.0,20.0,22.100168835663126,18.59604232426934,59.30378884006754
충주시 ,207778.0,207778.0,12215.0,17874.0,21773.0,22423.0,29047.0,36566.0,36466.0,18432.0,11272.0,1667.0,43.0,32.66948377595318,14.481321410351434,52.84919481369539
제천시 ,130194.0,130194.0,7044.0,11184.0,14011.0,11587.0,16373.0,23038.0,25119.0,13326.0,7515.0,969.0,28.0,36.06694624944314,14.00064519102263,49.93240855953424
보은군 ,31010.0,31010.0,1109.0,1875.0,1951.0,1838.0,2862.0,5276.0,7650.0,4499.0,3327.0,615.0,8.0,51.91551113,9.622702354,38.46178652047726
옥천군 ,48891.0,48891.0,1945.0,3594.0,3761.0,3219.0,5569.0,8547.0,10846.0,6534.0,4151.0,704.0,21.0,45.521670655130805,11.329283508212146,43.14904583665705
영동군 ,44195.0,44195.0,1624.0,2920.0,3306.0,2640.0,4374.0,7841.0,10237.0,6337.0,4298.0,602.0,16.0,48.62541011426632,10.281706075347891,41.092883810385786
증평군 ,37484.0,37484.0,2633.0,3381.0,4251.0,4545.0,5506.0,6309.0,5879.0,3004.0,1735.0,237.0,4.0,28.969693735994024,16.044178849642517,54.98612741436346
진천군 ,86254.0,86254.0,6555.0,8456.0,8641.0,10900.0,14292.0,14458.0,12531.0,5964.0,3858.0,592.0,7.0,26.609780415980712,17.403250863728058,55.98696872029123
괴산군 ,36590.0,36590.0,1124.0,1795.0,2156.0,2054.0,3325.0,6580.0,9859.0,5512.0,3609.0,567.0,9.0,53.44629680240502,7.977589505329324,38.57611369226564
음성군 ,91183.0,91183.0,4549.0,7136.0,8217.0,8822.0,12483.0,17418.0,17737.0,8705.0,5289.0,803.0,24.0,35.70621717,12.81488874,51.4788940921005
단양군 ,27701.0,27701.0,929.0,1711.0,1789.0,1700.0,2684.0,5113.0,7136.0,3952.0,2362.0,316.0,9.0,49.72744666257536,9.530341864914623,40.74221147251002
